n02281406_0.JPEG,"cardigan,torch,sulphur butterfly,alp","sulphur butterfly,magnetic compass,oboe,torch","torch,magnetic compass,cardigan,sulphur butterfly","sandal,magnetic compass,sulphur butterfly,backpack","magnetic compass,sulphur butterfly,torch,sandal","magnetic compass,sulphur butterfly,sandal,kimono"
n02281406_1.JPEG,"magnetic compass,torch,sulphur butterfly,sandal","magnetic compass,sandal,sulphur butterfly,cardigan","magnetic compass,sulphur butterfly,kimono,sandal","magnetic compass,sulphur butterfly,oboe,backpack","oboe,magnetic compass,alp,sulphur butterfly","magnetic compass,sulphur butterfly,pizza,sandal"
n02281406_10.JPEG,"backpack,alp,kimono,sulphur butterfly","magnetic compass,oboe,alp,cardigan","pizza,sandal,oboe,alp","sulphur butterfly,backpack,oboe,sandal","magnetic compass,backpack,torch,sandal","sulphur butterfly,sandal,alp,magnetic compass"
n02281406_100.JPEG,"kimono,magnetic compass,cardigan,sandal","magnetic compass,sulphur butterfly,torch,sandal","oboe,torch,magnetic compass,sulphur butterfly","alp,sulphur butterfly,magnetic compass,pizza","sulphur butterfly,backpack,torch,magnetic compass","magnetic compass,alp,sulphur butterfly,torch"
n02281406_101.JPEG,"oboe,sulphur butterfly,kimono,backpack","alp,cardigan,magnetic compass,oboe","torch,alp,magnetic compass,oboe","backpack,torch,sulphur butterfly,magnetic compass","backpack,sandal,pizza,alp","torch,sulphur butterfly,alp,sandal"
n02281406_102.JPEG,"sulphur butterfly,magnetic compass,oboe,torch","sandal,magnetic compass,alp,cardigan","magnetic compass,sulphur butterfly,sandal,oboe","sandal,magnetic compass,sulphur butterfly,pizza","magnetic compass,sulphur butterfly,kimono,backpack","sulphur butterfly,magnetic compass,alp,kimono"
n02281406_103.JPEG,"sandal,alp,cardigan,oboe","sulphur butterfly,backpack,oboe,magnetic compass","cardigan,oboe,sulphur butterfly,kimono","oboe,magnetic compass,torch,sulphur butterfly","sulphur butterfly,magnetic compass,oboe,pizza","magnetic compass,sulphur butterfly,kimono,oboe"
n02281406_104.JPEG,"torch,sulphur butterfly,backpack,sandal","sulphur butterfly,alp,sandal,magnetic compass","torch,magnetic compass,sulphur butterfly,cardigan","magnetic compass,oboe,sandal,sulphur butterfly","magnetic compass,sandal,sulphur butterfly,kimono","pizza,sulphur butterfly,sandal,magnetic compass"
n02281406_105.JPEG,"oboe,alp,cardigan,kimono","alp,backpack,kimono,sulphur butterfly","sulphur butterfly,backpack,pizza,oboe","magnetic compass,alp,torch,sandal","magnetic compass,pizza,alp,torch","magnetic compass,torch,sulphur butterfly,oboe"
n02281406_106.JPEG,"sulphur butterfly,magnetic compass,cardigan,sandal","sulphur butterfly,oboe,magnetic compass,torch","cardigan,magnetic compass,torch,sulphur butterfly","backpack,sulphur butterfly,magnetic compass,torch","magnetic compass,sulphur butterfly,alp,torch","sulphur butterfly,torch,alp,kimono"
n02281406_107.JPEG,"magnetic compass,alp,sulphur butterfly,cardigan","torch,oboe,magnetic compass,kimono","sandal,kimono,torch,pizza","torch,magnetic compass,sandal,kimono","sandal,magnetic compass,backpack,cardigan","sulphur butterfly,sandal,magnetic compass,torch"
n02281406_108.JPEG,"alp,kimono,cardigan,oboe","backpack,magnetic compass,cardigan,torch","sulphur butterfly,pizza,cardigan,sandal","magnetic compass,sulphur butterfly,torch,oboe","cardigan,magnetic compass,sulphur butterfly,torch","torch,magnetic compass,kimono,sandal"
n02281406_109.JPEG,"sandal,kimono,torch,sulphur butterfly","pizza,sulphur butterfly,backpack,oboe","torch,oboe,alp,sandal","magnetic compass,torch,cardigan,sulphur butterfly","magnetic compass,sulphur butterfly,cardigan,sandal","magnetic compass,oboe,sandal,sulphur butterfly"
n02281406_11.JPEG,"torch,magnetic compass,sulphur butterfly,cardigan","magnetic compass,sulphur butterfly,sandal,oboe","torch,magnetic compass,sulphur butterfly,sandal","sandal,magnetic compass,alp,backpack","magnetic compass,sandal,sulphur butterfly,alp","magnetic compass,sulphur butterfly,alp,kimono"
n02281406_110.JPEG,"cardigan,magnetic compass,torch,sulphur butterfly","sulphur butterfly,torch,sandal,cardigan","sulphur butterfly,sandal,torch,backpack","torch,sandal,sulphur butterfly,alp","sulphur butterfly,torch,pizza,oboe","torch,sulphur butterfly,oboe,kimono"
n02281406_111.JPEG,"sandal,kimono,backpack,pizza","kimono,sandal,magnetic compass,backpack","alp,kimono,cardigan,sulphur butterfly","magnetic compass,oboe,torch,backpack","sulphur butterfly,backpack,magnetic compass,alp","magnetic compass,backpack,torch,sulphur butterfly"
n02281406_112.JPEG,"magnetic compass,sulphur butterfly,torch,cardigan","magnetic compass,torch,sulphur butterfly,alp","torch,sandal,magnetic compass,sulphur butterfly","magnetic compass,sulphur butterfly,torch,oboe","magnetic compass,torch,sulphur butterfly,backpack","sulphur butterfly,torch,kimono,pizza"
n02281406_113.JPEG,"sulphur butterfly,torch,backpack,sandal","sandal,sulphur butterfly,oboe,magnetic compass","sandal,cardigan,kimono,alp","cardigan,sulphur butterfly,sandal,alp","cardigan,torch,sulphur butterfly,sandal","cardigan,sulphur butterfly,oboe,sandal"
n02281406_114.JPEG,"oboe,backpack,cardigan,pizza","oboe,backpack,alp,kimono","torch,kimono,oboe,magnetic compass","sandal,sulphur butterfly,magnetic compass,torch","sandal,alp,cardigan,sulphur butterfly","torch,sulphur butterfly,sandal,alp"
n02281406_115.JPEG,"sandal,backpack,kimono,sulphur butterfly","magnetic compass,cardigan,alp,torch","kimono,oboe,magnetic compass,torch","sulphur butterfly,cardigan,sandal,torch","magnetic compass,torch,kimono,sulphur butterfly","sulphur butterfly,cardigan,pizza,magnetic compass"
n02281406_116.JPEG,"magnetic compass,backpack,torch,sandal","cardigan,torch,magnetic compass,sulphur butterfly","sulphur butterfly,backpack,magnetic compass,oboe","torch,alp,backpack,sulphur butterfly","torch,magnetic compass,backpack,sulphur butterfly","magnetic compass,torch,sulphur butterfly,kimono"
n02281406_117.JPEG,"magnetic compass,oboe,sandal,sulphur butterfly","cardigan,magnetic compass,sandal,backpack","magnetic compass,sulphur butterfly,torch,backpack","torch,magnetic compass,sulphur butterfly,alp","sulphur butterfly,kimono,sandal,alp","alp,magnetic compass,sulphur butterfly,sandal"
n02281406_118.JPEG,"magnetic compass,backpack,oboe,sulphur butterfly","sulphur butterfly,alp,oboe,magnetic compass","sulphur butterfly,sandal,magnetic compass,torch","magnetic compass,sulphur butterfly,cardigan,torch","magnetic compass,sulphur butterfly,oboe,torch","torch,pizza,sulphur butterfly,magnetic compass"
n02281406_119.JPEG,"magnetic compass,sandal,backpack,oboe","sandal,torch,sulphur butterfly,cardigan","torch,magnetic compass,sulphur butterfly,sandal","magnetic compass,sulphur butterfly,oboe,sandal","oboe,magnetic compass,alp,sulphur butterfly","sulphur butterfly,magnetic compass,alp,kimono"
n02281406_12.JPEG,"alp,torch,sulphur butterfly,magnetic compass","sulphur butterfly,magnetic compass,torch,sandal","sulphur butterfly,magnetic compass,cardigan,backpack","magnetic compass,sandal,oboe,cardigan","magnetic compass,sulphur butterfly,oboe,cardigan","magnetic compass,sulphur butterfly,oboe,pizza"
n02281406_120.JPEG,"torch,magnetic compass,sulphur butterfly,alp","magnetic compass,sulphur butterfly,torch,sandal","magnetic compass,sulphur butterfly,sandal,backpack","sulphur butterfly,magnetic compass,sandal,pizza","sandal,cardigan,pizza,sulphur butterfly","sulphur butterfly,oboe,sandal,cardigan"
n02281406_121.JPEG,"sandal,magnetic compass,torch,cardigan","magnetic compass,sulphur butterfly,oboe,torch","sulphur butterfly,torch,alp,oboe","torch,sulphur butterfly,alp,cardigan","torch,cardigan,sulphur butterfly,backpack","backpack,sulphur butterfly,torch,kimono"
