squirrel_s_000388.png,fish,fruit and vegetables and mushrooms,electrical devices
nile_crocodile_s_001319.png,flowers,people,fruit and vegetables and mushrooms
snake_s_000056.png,food containers,non-transport vehicles,furniture
rosebush_s_000012.png,invertebrates,invertebrates,reptiles
baby_s_002487.png,furniture,non-transport vehicles,fish
train_s_003062.png,fruit and vegetables and mushrooms,fish,omnivores and herbivores
golden_delicious_s_000687.png,trees,non-transport vehicles,people
tulip_s_001960.png,reptiles,omnivores and herbivores,man-made buildings
salix_alba_s_000152.png,furniture,furniture,electrical devices
girl_s_001284.png,food containers,invertebrates,furniture
guided_missile_s_000604.png,aquatic mammals,carnivores and bears,invertebrates
skyscraper_s_000285.png,fruit and vegetables and mushrooms,insects,omnivores and herbivores
motor_mower_s_000543.png,people,non-transport vehicles,fish
field_s_002081.png,furniture,invertebrates,furniture
bed_s_000852.png,invertebrates,people,insects
boy_s_001807.png,trees,non-transport vehicles,reptiles
television_s_002106.png,furniture,insects,trees
common_dolphin_s_000078.png,carnivores and bears,insects,furniture
girl_s_000305.png,furniture,carnivores and bears,trees
oriental_cockroach_s_000808.png,food containers,furniture,furniture
chair_s_002345.png,fruit and vegetables and mushrooms,omnivores and herbivores,reptiles
lobster_s_002186.png,food containers,furniture,electrical devices
tulip_s_001613.png,fruit and vegetables and mushrooms,aquatic mammals,reptiles
river_otter_s_002413.png,fruit and vegetables and mushrooms,electrical devices,furniture
fox_s_002039.png,non-transport vehicles,insects,furniture
train_s_000740.png,invertebrates,omnivores and herbivores,flowers
rose_s_000487.png,insects,reptiles,aquatic mammals
house_mouse_s_001555.png,reptiles,man-made buildings,furniture
elephant_s_001045.png,trees,electrical devices,insects
porcupine_s_002215.png,reptiles,trees,non-transport vehicles
boardinghouse_s_001004.png,insects,aquatic mammals,flowers
computer_keyboard_s_001469.png,flowers,reptiles,fish
panthera_leo_s_001083.png,furniture,fruit and vegetables and mushrooms,electrical devices
squirrel_s_000026.png,fish,reptiles,furniture
bulldozer_s_001879.png,furniture,invertebrates,flowers
mount_s_000582.png,insects,small mammals,food containers
date_palm_s_000370.png,fish,invertebrates,furniture
rosebush_s_000442.png,fish,medium-sized mammals,omnivores and herbivores
alarm_clock_s_000212.png,non-transport vehicles,fruit and vegetables and mushrooms,electrical devices
striped_skunk_s_000348.png,electrical devices,electrical devices,trees
raccoon_s_000992.png,electrical devices,fish,transportation vehicles
tulip_s_001109.png,people,carnivores and bears,non-transport vehicles
pinyon_s_000140.png,carnivores and bears,carnivores and bears,fruit and vegetables and mushrooms
house_mouse_s_000156.png,flowers,food containers,fruit and vegetables and mushrooms
palace_s_000515.png,fruit and vegetables and mushrooms,reptiles,people
common_dolphin_s_001352.png,furniture,omnivores and herbivores,trees
spider_s_002959.png,food containers,flowers,transportation vehicles
brown_bear_s_000032.png,insects,furniture,insects
fox_s_002254.png,trees,carnivores and bears,trees
river_otter_s_000545.png,trees,non-transport vehicles,electrical devices
turtle_s_002289.png,man-made buildings,food containers,flowers
anjou_s_001089.png,electrical devices,carnivores and bears,aquatic mammals
railroad_train_s_000790.png,insects,furniture,reptiles
river_otter_s_002468.png,fish,fruit and vegetables and mushrooms,invertebrates
garden_snail_s_001348.png,fish,furniture,reptiles
telephone_set_s_000008.png,fish,invertebrates,trees
willow_tree_s_000668.png,insects,reptiles,fish
rosebush_s_000998.png,fish,carnivores and bears,electrical devices
telephone_s_001013.png,fruit and vegetables and mushrooms,furniture,insects
sea_s_001121.png,furniture,carnivores and bears,furniture
minibike_s_001506.png,flowers,fruit and vegetables and mushrooms,flowers
pickup_truck_s_002258.png,invertebrates,invertebrates,invertebrates
