leptodactylus_pentadactylus_s_000004.png,ship,ship,ship
camion_s_000148.png,cat,airplane,dog
tipper_truck_s_001250.png,deer,deer,deer
american_elk_s_001521.png,frog,frog,frog
station_wagon_s_000293.png,dog,ship,airplane
coupe_s_001735.png,dog,cat,cat
cassowary_s_001300.png,deer,airplane,airplane
cow_pony_s_001168.png,dog,dog,dog
sea_boat_s_001584.png,frog,frog,bird
tabby_s_001355.png,automobile,automobile,frog
muntjac_s_001000.png,ship,truck,ship
arabian_s_001354.png,truck,frog,deer
quarter_horse_s_000672.png,frog,frog,frog
passerine_s_000343.png,truck,truck,horse
camion_s_001895.png,cat,bird,bird
trailer_truck_s_000335.png,bird,frog,frog
dumper_s_000821.png,airplane,bird,airplane
alley_cat_s_000200.png,frog,ship,automobile
accentor_s_000677.png,dog,frog,airplane
frog_s_001671.png,ship,bird,ship
capreolus_capreolus_s_000051.png,airplane,truck,truck
tomcat_s_000772.png,airplane,deer,airplane
pickerel_frog_s_000446.png,automobile,automobile,automobile
bufo_s_001242.png,ship,ship,ship
cassowary_s_001246.png,truck,deer,horse
toad_s_001748.png,cat,cat,cat
cat_s_000081.png,frog,airplane,ship
chihuahua_s_000825.png,deer,deer,deer
alces_alces_s_000959.png,airplane,airplane,truck
stealth_bomber_s_000554.png,dog,dog,ship
twinjet_s_000663.png,bird,bird,bird
trucking_rig_s_001402.png,frog,dog,frog
auto_s_000609.png,deer,ship,ship
tabby_cat_s_000983.png,frog,airplane,automobile
wapiti_s_000416.png,automobile,automobile,automobile
monoplane_s_000895.png,truck,truck,truck
true_cat_s_000247.png,ship,ship,truck
tennessee_walker_s_000486.png,airplane,airplane,frog
house_cat_s_000243.png,truck,truck,truck
house_cat_s_001196.png,automobile,automobile,automobile
pekinese_s_001337.png,airplane,horse,airplane
ostrich_s_001368.png,airplane,dog,deer
ostrich_s_001150.png,ship,truck,ship
stallion_s_000046.png,truck,truck,truck
station_waggon_s_000041.png,airplane,airplane,horse
coupe_s_001944.png,cat,cat,deer
estate_car_s_000580.png,bird,bird,bird
accentor_s_000759.png,airplane,horse,airplane
emu_novaehollandiae_s_000795.png,frog,frog,automobile
dive_bomber_s_001390.png,deer,deer,deer
articulated_lorry_s_000131.png,deer,deer,ship
pekinese_s_001093.png,cat,cat,ship
broodmare_s_001463.png,airplane,automobile,automobile
delivery_truck_s_000834.png,frog,cat,horse
songbird_s_001052.png,dog,truck,truck
emu_s_000692.png,truck,truck,truck
puppy_s_000115.png,automobile,frog,automobile
wagtail_s_001821.png,dog,horse,horse
dama_dama_s_000658.png,frog,ship,frog
domestic_cat_s_001970.png,truck,truck,truck
ambulance_s_003039.png,frog,frog,dog
convertible_s_001763.png,ship,horse,ship
tank_ship_s_001229.png,cat,truck,truck
cassowary_s_001055.png,airplane,airplane,airplane
wagon_s_001142.png,bird,frog,frog
police_cruiser_s_000620.png,frog,dog,frog
moose_s_002308.png,frog,frog,frog
aerial_ladder_truck_s_000584.png,airplane,airplane,cat
saddle_horse_s_000717.png,airplane,airplane,cat
tanker_s_001350.png,horse,horse,horse
mongrel_s_001571.png,ship,truck,deer
truck_s_000835.png,deer,bird,bird
pickerel_frog_s_001195.png,frog,horse,horse
lipizzan_s_000399.png,frog,truck,frog
tabby_s_000074.png,dog,frog,frog
automobile_s_001887.png,airplane,airplane,airplane
moving_van_s_001665.png,dog,horse,cat
attack_aircraft_s_000153.png,ship,frog,frog
domestic_cat_s_001596.png,truck,ship,truck
compact_car_s_000048.png,deer,frog,deer
domestic_cat_s_000009.png,horse,truck,horse
pekingese_s_002089.png,airplane,frog,airplane
capreolus_capreolus_s_001095.png,truck,truck,truck
blenheim_spaniel_s_001103.png,automobile,automobile,automobile
stallion_s_000040.png,ship,ship,frog
